"","Track","Category","Level","Album","id","Anger","Fear","Happy","Sad","Tender","Gender","Age","Musicianship","Emotion","Tension","Energy","Valence"
"12088",98,"Pos. Ten.","High","Naked Lunch",107,NA,NA,NA,NA,NA,"Male",27,2,"Dimensional",8,3,7
"12089",99,"Pos. Ten.","High","Dracula",107,NA,NA,NA,NA,NA,"Male",27,2,"Dimensional",7,8,7
"12090",100,"Pos. Ten.","High","Cape Fear",107,NA,NA,NA,NA,NA,"Male",27,2,"Dimensional",8,5,3
"12091",101,"Neg. Ten.","High","Juha",107,NA,NA,NA,NA,NA,"Male",27,2,"Dimensional",1,3,7
"12092",102,"Neg. Ten.","High","Shakespeare In Love",107,NA,NA,NA,NA,NA,"Male",27,2,"Dimensional",1,6,8
"12093",103,"Neg. Ten.","High","The Fifth Element",107,NA,NA,NA,NA,NA,"Male",27,2,"Dimensional",2,3,7
"12094",104,"Neg. Ten.","High","Crouching Tiger",107,NA,NA,NA,NA,NA,"Male",27,2,"Dimensional",3,3,8
"12095",105,"Neg. Ten.","High","Pride & Prejudice",107,NA,NA,NA,NA,NA,"Male",27,2,"Dimensional",3,9,8
"12096",106,"Neg. Ten.","Moderate","Lethal weapon 3",107,NA,NA,NA,NA,NA,"Male",27,2,"Dimensional",2,3,8
"12097",107,"Neg. Ten.","Moderate","The Godfarher",107,NA,NA,NA,NA,NA,"Male",27,2,"Dimensional",2,6,8
"12098",108,"Neg. Ten.","Moderate","Gladiator",107,NA,NA,NA,NA,NA,"Male",27,2,"Dimensional",2,3,7
"12099",109,"Neg. Ten.","Moderate","Pride & Prejudice",107,NA,NA,NA,NA,NA,"Male",27,2,"Dimensional",1,2,8
"12100",110,"Neg. Ten.","Moderate","Big Fish",107,NA,NA,NA,NA,NA,"Male",27,2,"Dimensional",1,7,6
"12101",51,"Pos. Val.","Moderate","Juha",108,NA,NA,NA,NA,NA,"Female",36,2,"Dimensional",3,2,9
"12102",52,"Pos. Val.","Moderate","Blanc",108,NA,NA,NA,NA,NA,"Female",36,2,"Dimensional",3,7,7
"12103",53,"Pos. Val.","Moderate","Gladiator",108,NA,NA,NA,NA,NA,"Female",36,2,"Dimensional",6,7,8
"12104",54,"Pos. Val.","Moderate","Pride & Prejudice",108,NA,NA,NA,NA,NA,"Female",36,2,"Dimensional",4,6,6
"12105",55,"Pos. Val.","Moderate","Dances with Wolves",108,NA,NA,NA,NA,NA,"Female",36,2,"Dimensional",4,8,7
"12106",56,"Pos. Val.","High","Man of Galilee CD1",108,NA,NA,NA,NA,NA,"Female",36,2,"Dimensional",2,7,9
"12107",57,"Pos. Val.","High","Shakespeare In Love",108,NA,NA,NA,NA,NA,"Female",36,2,"Dimensional",2,9,8
"12108",58,"Pos. Val.","High","Vertigo OST",108,NA,NA,NA,NA,NA,"Female",36,2,"Dimensional",2,7,6
"12109",59,"Pos. Val.","High","Vertigo OST",108,NA,NA,NA,NA,NA,"Female",36,2,"Dimensional",2,8,8
"12110",60,"Pos. Val.","High","Outbreak",108,NA,NA,NA,NA,NA,"Female",36,2,"Dimensional",2,3,2
"12111",61,"Neg. Val.","High","Juha",108,NA,NA,NA,NA,NA,"Female",36,2,"Dimensional",7,3,4
"12112",62,"Neg. Val.","High","Shakespeare In Love",108,NA,NA,NA,NA,NA,"Female",36,2,"Dimensional",8,3,3
"12113",63,"Neg. Val.","High","Batman",108,NA,NA,NA,NA,NA,"Female",36,2,"Dimensional",7,3,3
"12114",64,"Neg. Val.","High","The Fifth Element",108,NA,NA,NA,NA,NA,"Female",36,2,"Dimensional",8,3,2
"12115",65,"Neg. Val.","High","Big Fish",108,NA,NA,NA,NA,NA,"Female",36,2,"Dimensional",8,4,2
"12116",66,"Neg. Val.","Moderate","The English Patient",108,NA,NA,NA,NA,NA,"Female",36,2,"Dimensional",8,6,2
"12117",67,"Neg. Val.","Moderate","Lethal weapon 3",108,NA,NA,NA,NA,NA,"Female",36,2,"Dimensional",8,3,4
"12118",68,"Neg. Val.","Moderate","Road To Perdition",108,NA,NA,NA,NA,NA,"Female",36,2,"Dimensional",9,4,2
"12119",69,"Neg. Val.","Moderate","Hellraiser",108,NA,NA,NA,NA,NA,"Female",36,2,"Dimensional",8,8,2
"12120",70,"Neg. Val.","Moderate","Grizzle Man",108,NA,NA,NA,NA,NA,"Female",36,2,"Dimensional",8,1,1
"12121",71,"Pos. Ene.","Moderate","The Untouchables",108,NA,NA,NA,NA,NA,"Female",36,2,"Dimensional",2,8,8
"12122",72,"Pos. Ene.","Moderate","Man of Galilee CD1",108,NA,NA,NA,NA,NA,"Female",36,2,"Dimensional",2,8,7
"12123",73,"Pos. Ene.","Moderate","Shine",108,NA,NA,NA,NA,NA,"Female",36,2,"Dimensional",3,7,6
"12124",74,"Pos. Ene.","Moderate","Shine",108,NA,NA,NA,NA,NA,"Female",36,2,"Dimensional",7,6,7
"12125",75,"Pos. Ene.","Moderate","Batman",108,NA,NA,NA,NA,NA,"Female",36,2,"Dimensional",2,8,9
"12126",76,"Pos. Ene.","High","Juha",108,NA,NA,NA,NA,NA,"Female",36,2,"Dimensional",2,3,7
"12127",77,"Pos. Ene.","High","Lethal weapon 3",108,NA,NA,NA,NA,NA,"Female",36,2,"Dimensional",6,7,7
"12128",78,"Pos. Ene.","High","Crouching Tiger",108,NA,NA,NA,NA,NA,"Female",36,2,"Dimensional",7,2,3
"12129",79,"Pos. Ene.","High","Batman",108,NA,NA,NA,NA,NA,"Female",36,2,"Dimensional",3,9,9
"12130",80,"Pos. Ene.","High","Oliver Twist",108,NA,NA,NA,NA,NA,"Female",36,2,"Dimensional",3,6,3
"12131",81,"Neg. Ene.","High","Juha",108,NA,NA,NA,NA,NA,"Female",36,2,"Dimensional",2,2,3
"12132",82,"Neg. Ene.","High","Big Fish",108,NA,NA,NA,NA,NA,"Female",36,2,"Dimensional",3,2,4
"12133",83,"Neg. Ene.","High","Big Fish",108,NA,NA,NA,NA,NA,"Female",36,2,"Dimensional",3,3,2
"12134",84,"Neg. Ene.","High","Blanc",108,NA,NA,NA,NA,NA,"Female",36,2,"Dimensional",2,3,3
"12135",85,"Neg. Ene.","High","Oliver Twist",108,NA,NA,NA,NA,NA,"Female",36,2,"Dimensional",2,3,4
"12136",86,"Neg. Ene.","Moderate","Running Scared",108,NA,NA,NA,NA,NA,"Female",36,2,"Dimensional",7,2,3
"12137",87,"Neg. Ene.","Moderate","Road To Perdition",108,NA,NA,NA,NA,NA,"Female",36,2,"Dimensional",6,2,4
"12138",88,"Neg. Ene.","Moderate","Blanc",108,NA,NA,NA,NA,NA,"Female",36,2,"Dimensional",4,2,4
"12139",89,"Neg. Ene.","Moderate","Blanc",108,NA,NA,NA,NA,NA,"Female",36,2,"Dimensional",1,2,3
"12140",90,"Neg. Ene.","Moderate","Batman Returns",108,NA,NA,NA,NA,NA,"Female",36,2,"Dimensional",3,2,4
"12141",91,"Pos. Ten.","Moderate","The Alien Trilogy",108,NA,NA,NA,NA,NA,"Female",36,2,"Dimensional",8,4,4
"12142",92,"Pos. Ten.","Moderate","The Fifth Element",108,NA,NA,NA,NA,NA,"Female",36,2,"Dimensional",8,7,1
"12143",93,"Pos. Ten.","Moderate","Babylon 5",108,NA,NA,NA,NA,NA,"Female",36,2,"Dimensional",9,3,2
"12144",94,"Pos. Ten.","Moderate","Hellraiser",108,NA,NA,NA,NA,NA,"Female",36,2,"Dimensional",7,2,2
"12145",95,"Pos. Ten.","Moderate","Oliver Twist",108,NA,NA,NA,NA,NA,"Female",36,2,"Dimensional",5,5,5
"12146",96,"Pos. Ten.","High","The Missing",108,NA,NA,NA,NA,NA,"Female",36,2,"Dimensional",9,4,2
"12147",97,"Pos. Ten.","High","Shallow Grave",108,NA,NA,NA,NA,NA,"Female",36,2,"Dimensional",7,4,7
"12148",98,"Pos. Ten.","High","Naked Lunch",108,NA,NA,NA,NA,NA,"Female",36,2,"Dimensional",6,4,7
"12149",99,"Pos. Ten.","High","Dracula",108,NA,NA,NA,NA,NA,"Female",36,2,"Dimensional",8,4,3
"12150",100,"Pos. Ten.","High","Cape Fear",108,NA,NA,NA,NA,NA,"Female",36,2,"Dimensional",9,7,3
"12151",101,"Neg. Ten.","High","Juha",108,NA,NA,NA,NA,NA,"Female",36,2,"Dimensional",2,2,8
"12152",102,"Neg. Ten.","High","Shakespeare In Love",108,NA,NA,NA,NA,NA,"Female",36,2,"Dimensional",2,2,6
"12153",103,"Neg. Ten.","High","The Fifth Element",108,NA,NA,NA,NA,NA,"Female",36,2,"Dimensional",8,3,4
"12154",104,"Neg. Ten.","High","Crouching Tiger",108,NA,NA,NA,NA,NA,"Female",36,2,"Dimensional",2,3,4
"12155",105,"Neg. Ten.","High","Pride & Prejudice",108,NA,NA,NA,NA,NA,"Female",36,2,"Dimensional",2,8,8
"12156",106,"Neg. Ten.","Moderate","Lethal weapon 3",108,NA,NA,NA,NA,NA,"Female",36,2,"Dimensional",1,2,7
"12157",107,"Neg. Ten.","Moderate","The Godfarher",108,NA,NA,NA,NA,NA,"Female",36,2,"Dimensional",2,3,8
"12158",108,"Neg. Ten.","Moderate","Gladiator",108,NA,NA,NA,NA,NA,"Female",36,2,"Dimensional",2,3,6
"12159",109,"Neg. Ten.","Moderate","Pride & Prejudice",108,NA,NA,NA,NA,NA,"Female",36,2,"Dimensional",3,2,4
"12160",110,"Neg. Ten.","Moderate","Big Fish",108,NA,NA,NA,NA,NA,"Female",36,2,"Dimensional",1,2,8
"12161",51,"Pos. Val.","Moderate","Juha",109,NA,NA,NA,NA,NA,"Male",27,1,"Dimensional",4,4,6
"12162",52,"Pos. Val.","Moderate","Blanc",109,NA,NA,NA,NA,NA,"Male",27,1,"Dimensional",4,7,7
"12163",53,"Pos. Val.","Moderate","Gladiator",109,NA,NA,NA,NA,NA,"Male",27,1,"Dimensional",4,6,7
"12164",54,"Pos. Val.","Moderate","Pride & Prejudice",109,NA,NA,NA,NA,NA,"Male",27,1,"Dimensional",4,7,7
"12165",55,"Pos. Val.","Moderate","Dances with Wolves",109,NA,NA,NA,NA,NA,"Male",27,1,"Dimensional",4,7,7
"12166",56,"Pos. Val.","High","Man of Galilee CD1",109,NA,NA,NA,NA,NA,"Male",27,1,"Dimensional",7,7,5
"12167",57,"Pos. Val.","High","Shakespeare In Love",109,NA,NA,NA,NA,NA,"Male",27,1,"Dimensional",7,7,5
"12168",58,"Pos. Val.","High","Vertigo OST",109,NA,NA,NA,NA,NA,"Male",27,1,"Dimensional",3,5,5
"12169",59,"Pos. Val.","High","Vertigo OST",109,NA,NA,NA,NA,NA,"Male",27,1,"Dimensional",6,7,5
"12170",60,"Pos. Val.","High","Outbreak",109,NA,NA,NA,NA,NA,"Male",27,1,"Dimensional",5,7,6
"12171",61,"Neg. Val.","High","Juha",109,NA,NA,NA,NA,NA,"Male",27,1,"Dimensional",7,4,6
"12172",62,"Neg. Val.","High","Shakespeare In Love",109,NA,NA,NA,NA,NA,"Male",27,1,"Dimensional",7,5,4
"12173",63,"Neg. Val.","High","Batman",109,NA,NA,NA,NA,NA,"Male",27,1,"Dimensional",7,5,6
"12174",64,"Neg. Val.","High","The Fifth Element",109,NA,NA,NA,NA,NA,"Male",27,1,"Dimensional",8,7,4
"12175",65,"Neg. Val.","High","Big Fish",109,NA,NA,NA,NA,NA,"Male",27,1,"Dimensional",7,4,4
"12176",66,"Neg. Val.","Moderate","The English Patient",109,NA,NA,NA,NA,NA,"Male",27,1,"Dimensional",8,6,3
"12177",67,"Neg. Val.","Moderate","Lethal weapon 3",109,NA,NA,NA,NA,NA,"Male",27,1,"Dimensional",7,7,4
"12178",68,"Neg. Val.","Moderate","Road To Perdition",109,NA,NA,NA,NA,NA,"Male",27,1,"Dimensional",7,7,4
"12179",69,"Neg. Val.","Moderate","Hellraiser",109,NA,NA,NA,NA,NA,"Male",27,1,"Dimensional",8,8,4
"12180",70,"Neg. Val.","Moderate","Grizzle Man",109,NA,NA,NA,NA,NA,"Male",27,1,"Dimensional",8,6,4
"12181",71,"Pos. Ene.","Moderate","The Untouchables",109,NA,NA,NA,NA,NA,"Male",27,1,"Dimensional",4,7,7
"12182",72,"Pos. Ene.","Moderate","Man of Galilee CD1",109,NA,NA,NA,NA,NA,"Male",27,1,"Dimensional",6,7,5
"12183",73,"Pos. Ene.","Moderate","Shine",109,NA,NA,NA,NA,NA,"Male",27,1,"Dimensional",5,7,6
"12184",74,"Pos. Ene.","Moderate","Shine",109,NA,NA,NA,NA,NA,"Male",27,1,"Dimensional",7,5,6
"12185",75,"Pos. Ene.","Moderate","Batman",109,NA,NA,NA,NA,NA,"Male",27,1,"Dimensional",4,8,7
"12186",76,"Pos. Ene.","High","Juha",109,NA,NA,NA,NA,NA,"Male",27,1,"Dimensional",5,5,6
"12187",77,"Pos. Ene.","High","Lethal weapon 3",109,NA,NA,NA,NA,NA,"Male",27,1,"Dimensional",7,4,6
"12188",78,"Pos. Ene.","High","Crouching Tiger",109,NA,NA,NA,NA,NA,"Male",27,1,"Dimensional",6,7,6
"12189",79,"Pos. Ene.","High","Batman",109,NA,NA,NA,NA,NA,"Male",27,1,"Dimensional",7,8,6
"12190",80,"Pos. Ene.","High","Oliver Twist",109,NA,NA,NA,NA,NA,"Male",27,1,"Dimensional",4,7,7
"12191",81,"Neg. Ene.","High","Juha",109,NA,NA,NA,NA,NA,"Male",27,1,"Dimensional",6,3,5
"12192",82,"Neg. Ene.","High","Big Fish",109,NA,NA,NA,NA,NA,"Male",27,1,"Dimensional",6,7,6
"12193",83,"Neg. Ene.","High","Big Fish",109,NA,NA,NA,NA,NA,"Male",27,1,"Dimensional",6,4,6
"12194",84,"Neg. Ene.","High","Blanc",109,NA,NA,NA,NA,NA,"Male",27,1,"Dimensional",6,4,6
"12195",85,"Neg. Ene.","High","Oliver Twist",109,NA,NA,NA,NA,NA,"Male",27,1,"Dimensional",5,4,4
"12196",86,"Neg. Ene.","Moderate","Running Scared",109,NA,NA,NA,NA,NA,"Male",27,1,"Dimensional",6,6,4
"12197",87,"Neg. Ene.","Moderate","Road To Perdition",109,NA,NA,NA,NA,NA,"Male",27,1,"Dimensional",7,4,6
"12198",88,"Neg. Ene.","Moderate","Blanc",109,NA,NA,NA,NA,NA,"Male",27,1,"Dimensional",7,4,4
"12199",89,"Neg. Ene.","Moderate","Blanc",109,NA,NA,NA,NA,NA,"Male",27,1,"Dimensional",7,4,4
"12200",90,"Neg. Ene.","Moderate","Batman Returns",109,NA,NA,NA,NA,NA,"Male",27,1,"Dimensional",4,6,6
"12201",91,"Pos. Ten.","Moderate","The Alien Trilogy",109,NA,NA,NA,NA,NA,"Male",27,1,"Dimensional",8,7,6
"12202",92,"Pos. Ten.","Moderate","The Fifth Element",109,NA,NA,NA,NA,NA,"Male",27,1,"Dimensional",7,7,4
"12203",93,"Pos. Ten.","Moderate","Babylon 5",109,NA,NA,NA,NA,NA,"Male",27,1,"Dimensional",8,7,6
"12204",94,"Pos. Ten.","Moderate","Hellraiser",109,NA,NA,NA,NA,NA,"Male",27,1,"Dimensional",8,7,3
"12205",95,"Pos. Ten.","Moderate","Oliver Twist",109,NA,NA,NA,NA,NA,"Male",27,1,"Dimensional",7,7,4
"12206",96,"Pos. Ten.","High","The Missing",109,NA,NA,NA,NA,NA,"Male",27,1,"Dimensional",7,6,4
"12207",97,"Pos. Ten.","High","Shallow Grave",109,NA,NA,NA,NA,NA,"Male",27,1,"Dimensional",8,7,3
"12208",98,"Pos. Ten.","High","Naked Lunch",109,NA,NA,NA,NA,NA,"Male",27,1,"Dimensional",6,6,4
"12209",99,"Pos. Ten.","High","Dracula",109,NA,NA,NA,NA,NA,"Male",27,1,"Dimensional",6,4,5
"12210",100,"Pos. Ten.","High","Cape Fear",109,NA,NA,NA,NA,NA,"Male",27,1,"Dimensional",7,4,4
"12211",101,"Neg. Ten.","High","Juha",109,NA,NA,NA,NA,NA,"Male",27,1,"Dimensional",4,6,6
"12212",102,"Neg. Ten.","High","Shakespeare In Love",109,NA,NA,NA,NA,NA,"Male",27,1,"Dimensional",4,4,6
"12213",103,"Neg. Ten.","High","The Fifth Element",109,NA,NA,NA,NA,NA,"Male",27,1,"Dimensional",4,6,8
"12214",104,"Neg. Ten.","High","Crouching Tiger",109,NA,NA,NA,NA,NA,"Male",27,1,"Dimensional",3,4,6
"12215",105,"Neg. Ten.","High","Pride & Prejudice",109,NA,NA,NA,NA,NA,"Male",27,1,"Dimensional",4,8,8
"12216",106,"Neg. Ten.","Moderate","Lethal weapon 3",109,NA,NA,NA,NA,NA,"Male",27,1,"Dimensional",3,4,6
"12217",107,"Neg. Ten.","Moderate","The Godfarher",109,NA,NA,NA,NA,NA,"Male",27,1,"Dimensional",3,6,7
"12218",108,"Neg. Ten.","Moderate","Gladiator",109,NA,NA,NA,NA,NA,"Male",27,1,"Dimensional",6,4,7
"12219",109,"Neg. Ten.","Moderate","Pride & Prejudice",109,NA,NA,NA,NA,NA,"Male",27,1,"Dimensional",4,3,6
"12220",110,"Neg. Ten.","Moderate","Big Fish",109,NA,NA,NA,NA,NA,"Male",27,1,"Dimensional",4,5,6
"12221",51,"Pos. Val.","Moderate","Juha",110,NA,NA,NA,NA,NA,"Female",24,1,"Dimensional",4,7,6
"12222",52,"Pos. Val.","Moderate","Blanc",110,NA,NA,NA,NA,NA,"Female",24,1,"Dimensional",6,4,6
"12223",53,"Pos. Val.","Moderate","Gladiator",110,NA,NA,NA,NA,NA,"Female",24,1,"Dimensional",6,8,4
"12224",54,"Pos. Val.","Moderate","Pride & Prejudice",110,NA,NA,NA,NA,NA,"Female",24,1,"Dimensional",4,7,4
"12225",55,"Pos. Val.","Moderate","Dances with Wolves",110,NA,NA,NA,NA,NA,"Female",24,1,"Dimensional",8,8,4
"12226",56,"Pos. Val.","High","Man of Galilee CD1",110,NA,NA,NA,NA,NA,"Female",24,1,"Dimensional",6,7,4
"12227",57,"Pos. Val.","High","Shakespeare In Love",110,NA,NA,NA,NA,NA,"Female",24,1,"Dimensional",7,8,3
"12228",58,"Pos. Val.","High","Vertigo OST",110,NA,NA,NA,NA,NA,"Female",24,1,"Dimensional",3,3,7
"12229",59,"Pos. Val.","High","Vertigo OST",110,NA,NA,NA,NA,NA,"Female",24,1,"Dimensional",4,6,7
"12230",60,"Pos. Val.","High","Outbreak",110,NA,NA,NA,NA,NA,"Female",24,1,"Dimensional",6,7,4
"12231",61,"Neg. Val.","High","Juha",110,NA,NA,NA,NA,NA,"Female",24,1,"Dimensional",6,8,3
"12232",62,"Neg. Val.","High","Shakespeare In Love",110,NA,NA,NA,NA,NA,"Female",24,1,"Dimensional",8,7,3
"12233",63,"Neg. Val.","High","Batman",110,NA,NA,NA,NA,NA,"Female",24,1,"Dimensional",7,6,6
"12234",64,"Neg. Val.","High","The Fifth Element",110,NA,NA,NA,NA,NA,"Female",24,1,"Dimensional",8,7,3
"12235",65,"Neg. Val.","High","Big Fish",110,NA,NA,NA,NA,NA,"Female",24,1,"Dimensional",7,6,3
"12236",66,"Neg. Val.","Moderate","The English Patient",110,NA,NA,NA,NA,NA,"Female",24,1,"Dimensional",8,8,3
"12237",67,"Neg. Val.","Moderate","Lethal weapon 3",110,NA,NA,NA,NA,NA,"Female",24,1,"Dimensional",6,4,2
"12238",68,"Neg. Val.","Moderate","Road To Perdition",110,NA,NA,NA,NA,NA,"Female",24,1,"Dimensional",8,6,2
"12239",69,"Neg. Val.","Moderate","Hellraiser",110,NA,NA,NA,NA,NA,"Female",24,1,"Dimensional",8,9,3
"12240",70,"Neg. Val.","Moderate","Grizzle Man",110,NA,NA,NA,NA,NA,"Female",24,1,"Dimensional",8,8,2
"12241",71,"Pos. Ene.","Moderate","The Untouchables",110,NA,NA,NA,NA,NA,"Female",24,1,"Dimensional",3,8,7
"12242",72,"Pos. Ene.","Moderate","Man of Galilee CD1",110,NA,NA,NA,NA,NA,"Female",24,1,"Dimensional",5,9,9
"12243",73,"Pos. Ene.","Moderate","Shine",110,NA,NA,NA,NA,NA,"Female",24,1,"Dimensional",8,7,7
"12244",74,"Pos. Ene.","Moderate","Shine",110,NA,NA,NA,NA,NA,"Female",24,1,"Dimensional",3,8,6
"12245",75,"Pos. Ene.","Moderate","Batman",110,NA,NA,NA,NA,NA,"Female",24,1,"Dimensional",4,7,7
"12246",76,"Pos. Ene.","High","Juha",110,NA,NA,NA,NA,NA,"Female",24,1,"Dimensional",4,7,6
"12247",77,"Pos. Ene.","High","Lethal weapon 3",110,NA,NA,NA,NA,NA,"Female",24,1,"Dimensional",7,7,3
"12248",78,"Pos. Ene.","High","Crouching Tiger",110,NA,NA,NA,NA,NA,"Female",24,1,"Dimensional",7,8,4
"12249",79,"Pos. Ene.","High","Batman",110,NA,NA,NA,NA,NA,"Female",24,1,"Dimensional",6,7,3
"12250",80,"Pos. Ene.","High","Oliver Twist",110,NA,NA,NA,NA,NA,"Female",24,1,"Dimensional",6,8,7
"12251",81,"Neg. Ene.","High","Juha",110,NA,NA,NA,NA,NA,"Female",24,1,"Dimensional",3,4,3
"12252",82,"Neg. Ene.","High","Big Fish",110,NA,NA,NA,NA,NA,"Female",24,1,"Dimensional",8,3,4
"12253",83,"Neg. Ene.","High","Big Fish",110,NA,NA,NA,NA,NA,"Female",24,1,"Dimensional",6,6,8
"12254",84,"Neg. Ene.","High","Blanc",110,NA,NA,NA,NA,NA,"Female",24,1,"Dimensional",4,3,6
"12255",85,"Neg. Ene.","High","Oliver Twist",110,NA,NA,NA,NA,NA,"Female",24,1,"Dimensional",6,4,4
"12256",86,"Neg. Ene.","Moderate","Running Scared",110,NA,NA,NA,NA,NA,"Female",24,1,"Dimensional",6,4,3
"12257",87,"Neg. Ene.","Moderate","Road To Perdition",110,NA,NA,NA,NA,NA,"Female",24,1,"Dimensional",6,4,8
"12258",88,"Neg. Ene.","Moderate","Blanc",110,NA,NA,NA,NA,NA,"Female",24,1,"Dimensional",6,3,4
"12259",89,"Neg. Ene.","Moderate","Blanc",110,NA,NA,NA,NA,NA,"Female",24,1,"Dimensional",7,6,3
"12260",90,"Neg. Ene.","Moderate","Batman Returns",110,NA,NA,NA,NA,NA,"Female",24,1,"Dimensional",8,4,6
"12261",91,"Pos. Ten.","Moderate","The Alien Trilogy",110,NA,NA,NA,NA,NA,"Female",24,1,"Dimensional",8,8,3
"12262",92,"Pos. Ten.","Moderate","The Fifth Element",110,NA,NA,NA,NA,NA,"Female",24,1,"Dimensional",7,8,2
"12263",93,"Pos. Ten.","Moderate","Babylon 5",110,NA,NA,NA,NA,NA,"Female",24,1,"Dimensional",8,7,3
"12264",94,"Pos. Ten.","Moderate","Hellraiser",110,NA,NA,NA,NA,NA,"Female",24,1,"Dimensional",7,8,4
"12265",95,"Pos. Ten.","Moderate","Oliver Twist",110,NA,NA,NA,NA,NA,"Female",24,1,"Dimensional",7,8,4
"12266",96,"Pos. Ten.","High","The Missing",110,NA,NA,NA,NA,NA,"Female",24,1,"Dimensional",6,6,2
"12267",97,"Pos. Ten.","High","Shallow Grave",110,NA,NA,NA,NA,NA,"Female",24,1,"Dimensional",9,6,3
"12268",98,"Pos. Ten.","High","Naked Lunch",110,NA,NA,NA,NA,NA,"Female",24,1,"Dimensional",8,4,4
"12269",99,"Pos. Ten.","High","Dracula",110,NA,NA,NA,NA,NA,"Female",24,1,"Dimensional",6,7,3
"12270",100,"Pos. Ten.","High","Cape Fear",110,NA,NA,NA,NA,NA,"Female",24,1,"Dimensional",6,6,2
"12271",101,"Neg. Ten.","High","Juha",110,NA,NA,NA,NA,NA,"Female",24,1,"Dimensional",4,3,7
"12272",102,"Neg. Ten.","High","Shakespeare In Love",110,NA,NA,NA,NA,NA,"Female",24,1,"Dimensional",6,6,7
"12273",103,"Neg. Ten.","High","The Fifth Element",110,NA,NA,NA,NA,NA,"Female",24,1,"Dimensional",8,4,3
"12274",104,"Neg. Ten.","High","Crouching Tiger",110,NA,NA,NA,NA,NA,"Female",24,1,"Dimensional",6,3,4
"12275",105,"Neg. Ten.","High","Pride & Prejudice",110,NA,NA,NA,NA,NA,"Female",24,1,"Dimensional",5,8,8
"12276",106,"Neg. Ten.","Moderate","Lethal weapon 3",110,NA,NA,NA,NA,NA,"Female",24,1,"Dimensional",4,3,6
"12277",107,"Neg. Ten.","Moderate","The Godfarher",110,NA,NA,NA,NA,NA,"Female",24,1,"Dimensional",6,4,6
"12278",108,"Neg. Ten.","Moderate","Gladiator",110,NA,NA,NA,NA,NA,"Female",24,1,"Dimensional",2,4,6
"12279",109,"Neg. Ten.","Moderate","Pride & Prejudice",110,NA,NA,NA,NA,NA,"Female",24,1,"Dimensional",6,2,3
"12280",110,"Neg. Ten.","Moderate","Big Fish",110,NA,NA,NA,NA,NA,"Female",24,1,"Dimensional",7,3,4
"12281",51,"Pos. Val.","Moderate","Juha",111,NA,NA,NA,NA,NA,"Female",24,1,"Dimensional",4,4,7
"12282",52,"Pos. Val.","Moderate","Blanc",111,NA,NA,NA,NA,NA,"Female",24,1,"Dimensional",3,2,6
"12283",53,"Pos. Val.","Moderate","Gladiator",111,NA,NA,NA,NA,NA,"Female",24,1,"Dimensional",7,6,6
"12284",54,"Pos. Val.","Moderate","Pride & Prejudice",111,NA,NA,NA,NA,NA,"Female",24,1,"Dimensional",4,6,7
"12285",55,"Pos. Val.","Moderate","Dances with Wolves",111,NA,NA,NA,NA,NA,"Female",24,1,"Dimensional",6,6,6
"12286",56,"Pos. Val.","High","Man of Galilee CD1",111,NA,NA,NA,NA,NA,"Female",24,1,"Dimensional",4,7,8
"12287",57,"Pos. Val.","High","Shakespeare In Love",111,NA,NA,NA,NA,NA,"Female",24,1,"Dimensional",9,7,6
"12288",58,"Pos. Val.","High","Vertigo OST",111,NA,NA,NA,NA,NA,"Female",24,1,"Dimensional",6,3,7
"12289",59,"Pos. Val.","High","Vertigo OST",111,NA,NA,NA,NA,NA,"Female",24,1,"Dimensional",5,6,7
"12290",60,"Pos. Val.","High","Outbreak",111,NA,NA,NA,NA,NA,"Female",24,1,"Dimensional",8,7,2
"12291",61,"Neg. Val.","High","Juha",111,NA,NA,NA,NA,NA,"Female",24,1,"Dimensional",7,4,5
"12292",62,"Neg. Val.","High","Shakespeare In Love",111,NA,NA,NA,NA,NA,"Female",24,1,"Dimensional",7,7,6
"12293",63,"Neg. Val.","High","Batman",111,NA,NA,NA,NA,NA,"Female",24,1,"Dimensional",8,8,6
"12294",64,"Neg. Val.","High","The Fifth Element",111,NA,NA,NA,NA,NA,"Female",24,1,"Dimensional",8,7,3
"12295",65,"Neg. Val.","High","Big Fish",111,NA,NA,NA,NA,NA,"Female",24,1,"Dimensional",7,7,4
"12296",66,"Neg. Val.","Moderate","The English Patient",111,NA,NA,NA,NA,NA,"Female",24,1,"Dimensional",9,7,3
"12297",67,"Neg. Val.","Moderate","Lethal weapon 3",111,NA,NA,NA,NA,NA,"Female",24,1,"Dimensional",6,2,6
"12298",68,"Neg. Val.","Moderate","Road To Perdition",111,NA,NA,NA,NA,NA,"Female",24,1,"Dimensional",9,9,2
"12299",69,"Neg. Val.","Moderate","Hellraiser",111,NA,NA,NA,NA,NA,"Female",24,1,"Dimensional",8,7,2
"12300",70,"Neg. Val.","Moderate","Grizzle Man",111,NA,NA,NA,NA,NA,"Female",24,1,"Dimensional",7,4,2
"12301",71,"Pos. Ene.","Moderate","The Untouchables",111,NA,NA,NA,NA,NA,"Female",24,1,"Dimensional",6,7,7
"12302",72,"Pos. Ene.","Moderate","Man of Galilee CD1",111,NA,NA,NA,NA,NA,"Female",24,1,"Dimensional",7,8,6
"12303",73,"Pos. Ene.","Moderate","Shine",111,NA,NA,NA,NA,NA,"Female",24,1,"Dimensional",7,7,4
